V (mL),pH,H_2O,H_3PO_4,H_2PO_4^{-}
1e-08,2.279017907160893,1.806263854678448e-09,2.431442211410929,0.00010236362823965521
1.6482772671317432,2.3822601505229044,2.3536391310692945e-09,2.4076845503178674,0.00014048100235125217
3.0768700480591398,2.4855023938849157,3.0529374894392433e-09,2.3142236210887637,0.00018968869232157646
4.307007189867786,2.5887446372469265,3.944860232533168e-09,2.1628497286111994,0.00025255748713853707
5.357833748418671,2.6919868806089378,5.080923839147685e-09,1.9698293255775539,0.0003323318867970638
6.247561521406933,2.795229123970949,6.52636526534017e-09,1.75278087866698,0.00043316664624051696
6.994028631275216,2.8984713673329603,8.363843103998e-09,1.5279637519499984,0.0005604113958358651
7.614748471229854,3.0017136106949716,1.0698141724163347e-08,1.3085129827159963,0.0007209484957749346
8.126643833326288,3.104955854056983,1.3662140477723049e-08,1.1037318952718178,0.0009236019009916638
8.54566878818381,3.208198097418994,1.7424381902873684e-08,0.9192209869676661,0.0011796417700770977
8.886466047136373,3.3114403407810054,2.2198665019184514e-08,0.7575030146472053,0.0015034177403739995
9.162136558294845,3.4146825841430166,2.8256206568307966e-08,0.6188322223112682,0.0019131607597568042
9.384140130542692,3.5179248275050274,3.594106049463869e-08,0.5019748209393239,0.00243200140871907
9.562310689742269,3.6211670708670387,4.5689672283464316e-08,0.40485185000762114,0.0030892629663432725
9.704954965842314,3.72440931422905,5.805568067794286e-08,0.3250125962076925,0.003922101014185796
9.819002074034081,3.827651557591061,7.374137845336136e-08,0.2599511661195533,0.004977578815309037
9.910176896177505,3.930893800953072,9.363762369922141e-08,0.20729766420374568,0.006315289636052368
9.983177736991589,4.034136044315083,1.1887447549687023e-07,0.16491860216199677,0.008010664169314804
10.041845873531498,4.137378287677095,1.5088544105471687e-07,0.13095671851737445,0.010159133813730896
10.089320297191238,4.240620531039106,1.9148900111002784e-07,0.10383343616089157,0.012881359128978238
10.128174993343062,4.343862774401117,2.4299207259004493e-07,0.0822303922671657,0.016329777228185086
10.160538740910825,4.447105017763128,3.0832133099809514e-07,0.06506091051765565,0.020696771129136645
10.188198989151296,4.55034726112514,3.911899254828479e-07,0.05143816216777394,0.02622481534615748
10.21269221257441,4.65358950448715,4.963091748197866e-07,0.0406439113413519,0.0332189993745032
10.23538352107861,4.756831747849161,6.296574592290434e-07,0.032099874965604465,0.042062363192367384
10.257538398621376,4.860073991211173,7.98821885792776e-07,0.025342569265994343,0.05323447721135888
10.280389379287408,4.963316234573184,1.0134326193549294e-06,0.020001834743520772,0.06733363100839837
10.305200306453502,5.066558477935195,1.2857153183413775e-06,0.015782861229331063,0.0851028087244318
10.333330572006943,5.169800721297206,1.631194267336647e-06,0.012451356403988492,0.10745924340884754
10.36630136550179,5.273042964659218,2.0695880456212036e-06,0.009821436853248851,0.1355266368068845
10.405865396225112,5.376285208021228,2.6259515602736856e-06,0.0077458201540662255,0.17066793214611137
10.45408064631497,5.479527451383239,3.33213385557055e-06,0.006107928587172377,0.21451460344858392
10.51338726594503,5.5827696947452505,4.2286413991443314e-06,0.004815561326795125,0.268985494688109
10.586684456935446,5.686011938107262,5.3670229682511875e-06,0.003795841803918374,0.3362840258326098
10.677400778146461,5.789254181469273,6.81292660234775e-06,0.0029911947412878414,0.41885693447845435
10.789546420306596,5.892496424831284,8.650023485237525e-06,0.0023561504282318705,0.5192909071440531
10.927729473851361,5.995738668193296,1.0985050440657182e-05,0.0018548111474834188,0.6401166455137911
11.097110343164175,6.098980911555307,1.3954294283001348e-05,0.0014588462053406201,0.7834859285455175
11.303260487111851,6.202223154917318,1.7731929292928494e-05,0.0011459081119789658,0.9506913735006015
11.551886435203409,6.305465398279329,2.2540724033353225e-05,0.0008983836372269025,1.141519019669706
11.848382556800697,6.408707641641341,2.8665754214488597e-05,0.0007024102873382929,1.3534701831526077
12.197193374768059,6.511949885003352,3.647189170240373e-05,0.000547101787365191,1.5809672999744686
12.601005393114814,6.615192128365363,4.6425985209661645e-05,0.0004239361025157443,1.8147609796679294
13.059851759286238,6.7184343717273745,5.9124813854112295e-05,0.0003262673508506862,2.0418478132701883
13.570290843573082,6.821676615089386,7.533010846541658e-05,0.0002489299484343319,2.2462241356335175
14.124884276185231,6.924918858451395,9.601225373030691e-05,0.00018791086347125596,2.410661907292667
14.712208924736835,7.0281611018134065,0.00012240478836892098,0.00014007464473329097,2.519367501733274
15.317553800169797,7.131403345175418,0.00015607259081051544,0.0001029350489096352,2.5609583076384355
15.924276765847173,7.234645588537429,0.00019899771176508523,7.447399300216539e-05,2.5308816803602787
16.51558406408933,7.33788783189944,0.00025368816143171214,5.301028565718946e-05,2.4324410105609178
17.07634403917503,7.4411300752614515,0.0003233165053580633,3.7116439966064166e-05,2.2760479796123683
17.594533702827544,7.544372318623463,0.0004118968366653982,2.5574659135028743e-05,2.076980052692148
18.06204985271124,7.647614561985474,0.0005245106604870606,1.7357558545934347e-05,1.8524306743603158
18.47482542317003,7.750856805347485,0.0006675946679914469,1.1618628254491018e-05,1.6187496418549279
18.832379011176197,7.854099048709497,0.0008493065825057352,7.681622976056355e-06,1.3895037995002932
19.13702109835282,7.957341292071508,0.0010799894389081916,5.024153664261884e-06,1.174563709878056
19.392977048462352,8.06058353543352,0.0013727608070672962,3.255777181892231e-06,0.9800715458396037
19.60552324312545,8.16382577879553,0.0017442587921186856,2.0934194245853763e-06,0.8089730418816379
19.780345502871118,8.267068022157542,0.002215588989111854,1.337318152679e-06,0.6617974177139905
19.923052776906243,8.370310265519553,0.0028135246024413416,8.497429720552323e-07,0.5374481356783103
20.038875313485526,8.473552508881564,0.003572028714516663,5.375778458717944e-07,0.4338756552851211
20.132503802721946,8.576794752243575,0.004534185326811285,3.388874610302764e-07,0.3485849612885478
20.208030132462415,8.680036995605587,0.0057546493205687076,2.1302405078970206e-07,0.2789822351472871
20.268954772489035,8.783279238967598,0.007302755232057773,1.33599933470452e-07,0.22258901342422752
20.31823356772697,8.88652148232961,0.009266462592180542,8.3635056644111e-08,0.1771583341223894
20.35834471467613,8.98976372569162,0.01175736380140156,5.2280165098388044e-08,0.14072426895296003
20.391363463261115,9.093005969053632,0.014917042007440111,3.264243365529114e-08,0.11160964142953123
20.419037222206086,9.196248212415643,0.0189251449890747,2.036244307221234e-08,0.08840980415852452
20.442857367542683,9.299490455777653,0.02400964152130482,1.2692962008703657e-08,0.06996447668560539
20.46412647538681,9.402732699139664,0.030459855514056552,7.907679790603052e-09,0.05532520024030656
20.484021261831433,9.505974942501675,0.03864303882846999,4.924272780644344e-09,0.04372284471048262
20.503652508621098,9.609217185863686,0.04902545731764439,3.0653881833976424e-09,0.03453753601743197
20.52412391229817,9.712459429225698,0.06219924140287667,1.9077189714738157e-09,0.027272072882668884
20.546592286753338,9.815701672587709,0.07891661288113451,1.1870191671577405e-09,0.02152912951527301
20.57233200008049,9.91894391594972,0.10013357187177892,7.384814629990682e-10,0.016992112689403528
20.602807032826856,10.022186159311731,0.1270657512174981,4.5938911362911713e-10,0.013409329344928344
20.639754688697394,10.125428402673743,0.16125997604815046,2.8575870452449427e-10,0.010581037716499037
20.685285852211642,10.228670646035754,0.20468618396156107,1.7775143150298753e-10,0.008348945137856997
20.742007865046464,10.331912889397765,0.2598558841041164,1.1057031757102576e-10,0.006587744163540783
20.813177705977882,10.435155132759776,0.3299754368256135,6.878495632807808e-11,0.005198324490148619
20.902895378422826,10.538397376121788,0.4191453857023338,4.2795410907558964e-11,0.004102349242872126
21.016350481489084,10.641639619483799,0.532621281455499,2.6630049248485268e-11,0.003237933961832183
21.160139234261063,10.74488186284581,0.6771575483013237,1.6574640662843364e-11,0.0025562118643916477
21.342675302998337,10.848124106207822,0.8614649906655567,1.0319192323860574e-11,0.0020186084108502395
21.574726527252594,10.951366349569833,1.0968262062693637,6.427119854692156e-12,0.001594681680880875
21.870122454832313,11.054608592931844,1.3979342609609888,4.005031342615426e-12,0.0012604129537515673
22.246696754449875,11.157850836293855,1.7840532479592288,2.497336901731707e-12,0.0009968548034686468
22.72755786265731,11.261093079655867,2.280653067727156,1.5585117386670208e-12,0.0007890626726308621
23.34282707674884,11.364335323017878,2.921759671640889,9.736597756454703e-13,0.0006252509607378885
24.132056973159724,11.46757756637989,3.7534131840654674,6.091167542280484e-13,0.0004961267765581819
25.14766473319427,11.570819809741899,4.838891087015499,3.817341046903688e-13,0.00039436420348279514
26.45992226789829,11.67406205310391,6.266833004006781,2.39779161757428e-13,0.0003141896747087653
28.164423110040417,11.777304296465921,8.164306304956408,1.5105856479124432e-13,0.00025105530974541695
30.393549292330174,11.880546539827932,10.718613057870318,9.553279472279937e-14,0.00020138162524387974
33.33491524194306,11.983788783189944,14.215307517396642,6.072368798562184e-14,0.0001623560873540901
37.26211738933462,12.087031026551955,19.10785778237399,3.885816787566943e-14,0.0001317757989668531
42.58890914852472,12.190273269913966,26.153165403231483,2.509194656713878e-14,0.00010792708665060882
49.97071660930125,12.293515513275977,36.69508301767785,1.6404830385662285e-14,8.949741607522953e-05
60.51024820096609,12.396757756637989,53.31417121406099,1.0914012940443892e-14,7.552066100144304e-05
76.21770612859841,12.5,81.50390500580818,7.44813256242067e-15,6.53689054883647e-05
